28 34 14799
12042 12847.5 14823 21600 6950
regional : 577376, -2049, 5057, 95.15, 116400, 1
major : 573980, 264, -242, 48.84, 248250, 3
regional : 170683, 2611, 5450, 75.24, 131400, 2
regional : 954360, 3915, -35, 94.82, 147400, 2
major : 387608, -1104, -675, 55.11, 177750, 2
major : 315848, 302, 6203, 50.49, 235000, 3
major : 561317, -201, 1964, 76.67, 208750, 1
regional : 247240, 6779, 723, 68.64, 139000, 2
regional : 534531, -2836, 4332, 98.56, 147800, 2
regional : 421291, 708, -283, 74.36, 113600, 2
regional : 244032, 452, 5365, 71.72, 157800, 2
regional : 901768, -1650, -1155, 69.85, 100800, 2
major : 337164, 19, 1445, 48.73, 212750, 2
regional : 420310, -437, 1136, 100.98, 168200, 1
major : 614004, -6396, -1861, 69.41, 140250, 3
regional : 730621, -4401, -2690, 108.02, 143000, 2
major : 766338, -515, -2242, 74.58, 237250, 2
regional : 591766, -1370, 4486, 77.22, 120600, 2
regional : 317969, -2073, -5250, 75.35, 135200, 2
major : 611038, -1520, -720, 69.96, 141750, 3
regional : 328140, 231, 2743, 82.61, 103800, 2
hub : 927166, 6657, 236, 56.43, 186000, 4
regional : 761992, 505, 456, 79.86, 125600, 2
regional : 230731, -3079, -6282, 79.2, 163200, 1
major : 948108, -198, 30, 70.84, 241750, 2
regional : 871898, 2698, -5895, 97.13, 130000, 2
regional : 548890, -5879, -3738, 98.67, 173400, 1
regional : 927692, 1091, 3942, 100.21, 180000, 1
regional : 227851, -1777, -2663, 92.73, 100600, 1
major : 530421, 266, -996, 65.12, 169750, 2
major : 828895, 2449, -2059, 49.06, 176500, 2
hub : 240748, -1189, 1453, 66.0, 297900, 5
regional : 229431, 280, -4859, 105.49, 152600, 1
hub : 545206, -1048, -2798, 42.24, 191100, 4
business : 3437380050, 194, 4, [337164, 573980]
economy : 2593904131, 40, 0, [954360, 387608]
economy : 2056623502, 78, 5, [240748, 227851]
economy : 9013506955, 61, 4, [591766, 573980]
business : 7535388312, 143, 2, [240748, 954360]
economy : 2333397352, 87, 3, [766338, 227851]
economy : 9629026463, 168, 3, [901768, 315848]
economy : 3254422147, 115, 1, [766338, 328140]
economy : 8099824587, 182, 5, [614004, 948108]
economy : 3455974821, 155, 2, [573980, 611038]
first : 4936169504, 64, 8, [577376, 545206]
economy : 2059050856, 77, 3, [573980, 927166]
economy : 6444140053, 42, 2, [548890, 170683]
economy : 4709226008, 141, 8, [244032, 230731]
economy : 9264925764, 75, 6, [871898, 247240]
economy : 1614601401, 175, 1, [421291, 244032]
luxury : 1450707360, 163, 3, [573980, 548890]
economy : 5636796306, 126, 1, [247240, 230731]
business : 8176469275, 182, 2, [927166, 927692]
economy : 7409298172, 144, 1, [548890, 561317]
economy : 4012998798, 195, 1, [548890, 230731]
economy : 2818616270, 135, 4, [317969, 954360]
economy : 6691611116, 87, 0, [337164, 247240]
economy : 4267671503, 73, 0, [530421, 927166]
economy : 6484467769, 138, 0, [901768, 170683]
economy : 8169011103, 45, 0, [954360, 927166]
economy : 7225190048, 171, 1, [730621, 766338]
business : 6640207819, 128, 4, [561317, 828895]
economy : 5826225800, 114, 0, [328140, 828895]
economy : 1929951998, 75, 2, [901768, 927692]
business : 3234577834, 135, 4, [230731, 387608]
economy : 8411201322, 200, 2, [387608, 229431]
economy : 6362304514, 96, 2, [170683, 730621]
economy : 6169692947, 110, 0, [229431, 170683]
economy : 3056874556, 74, 1, [229431, 421291]
economy : 6345611321, 144, 2, [614004, 317969]
economy : 9585983488, 114, 1, [561317, 761992]
economy : 5683834116, 193, 7, [421291, 611038]
first : 4913403131, 101, 2, [170683, 927166]
first : 2351894116, 91, 3, [591766, 561317]
economy : 6644513214, 95, 10, [730621, 954360]
economy : 4953656190, 194, 2, [548890, 573980]
economy : 6940116515, 87, 1, [227851, 828895]
economy : 5067027052, 130, 1, [766338, 315848]
business : 2420858945, 130, 5, [561317, 761992]
business : 3848345824, 73, 1, [901768, 730621]
luxury : 8143540822, 46, 0, [730621, 927692]
economy : 8424829904, 65, 2, [170683, 240748]
economy : 1219927927, 188, 8, [954360, 871898]
first : 9159981361, 143, 10, [927692, 828895]
economy : 7512863248, 88, 6, [545206, 761992]
business : 2750932891, 174, 2, [170683, 871898]
business : 8700330090, 138, 1, [577376, 901768]
business : 6573881955, 74, 1, [766338, 954360]
first : 9836223434, 102, 4, [229431, 573980]
first : 8436579357, 45, 2, [561317, 240748]
economy : 2571884105, 136, 2, [927692, 948108]
business : 8145048206, 140, 2, [240748, 761992]
economy : 9936955218, 61, 0, [573980, 948108]
economy : 6119770028, 108, 0, [761992, 421291]
economy : 2053161951, 130, 1, [901768, 229431]
business : 3290098233, 146, 0, [170683, 240748]
business : 1091412253, 82, 1, [828895, 577376]
economy : 5784744338, 172, 2, [954360, 766338]
economy : 7574301760, 111, 3, [948108, 591766]
economy : 1799424305, 144, 2, [530421, 871898]
economy : 3145041498, 95, 3, [761992, 240748]
business : 4568646177, 124, 3, [247240, 328140]
economy : 4910946547, 107, 0, [387608, 337164]
economy : 7964937325, 146, 5, [530421, 315848]
economy : 3362183692, 103, 1, [534531, 548890]
economy : 6742489430, 198, 1, [561317, 954360]
economy : 6689625560, 69, 2, [766338, 227851]
economy : 4573888409, 153, 1, [901768, 229431]
economy : 6199257703, 198, 2, [927692, 766338]
first : 3391257638, 44, 1, [247240, 227851]
economy : 8540222029, 136, 7, [227851, 530421]
economy : 7001716586, 102, 2, [170683, 420310]
economy : 8593866236, 114, 2, [927692, 247240]
economy : 3111713063, 168, 2, [761992, 170683]
first : 2632554132, 114, 1, [247240, 337164]
economy : 6110620216, 163, 1, [761992, 573980]
economy : 2660273532, 51, 0, [577376, 948108]
economy : 8244665840, 155, 6, [337164, 614004]
economy : 6129048797, 120, 3, [548890, 828895]
economy : 9810803017, 77, 2, [328140, 240748]
business : 1719592236, 152, 0, [591766, 927692]
economy : 5046467120, 51, 3, [761992, 545206]
economy : 8017933300, 49, 2, [170683, 247240]
first : 1151570016, 131, 1, [611038, 534531]
economy : 8896831679, 86, 2, [230731, 421291]
economy : 7417844823, 168, 0, [614004, 317969]
economy : 5452502675, 150, 4, [591766, 170683]
economy : 3021606626, 105, 1, [545206, 227851]
economy : 7369668884, 174, 0, [244032, 328140]
economy : 9242002456, 81, 1, [573980, 315848]
economy : 3385662759, 113, 2, [534531, 614004]
economy : 4396396814, 184, 2, [761992, 240748]
economy : 2461638695, 48, 2, [954360, 545206]
economy : 4250247399, 118, 0, [927692, 828895]
business : 9102568599, 54, 0, [730621, 577376]
business : 9410539332, 66, 2, [315848, 420310]
business : 3898439350, 120, 1, [387608, 244032]
first : 7252640952, 134, 1, [337164, 614004]
economy : 2681755161, 157, 4, [247240, 421291]
economy : 4085846562, 50, 2, [766338, 954360]
first : 9983405918, 114, 2, [247240, 927692]
first : 2183961482, 146, 0, [530421, 730621]
business : 1227947068, 198, 0, [577376, 229431]
economy : 5791543599, 83, 2, [227851, 240748]
economy : 2092942060, 178, 1, [730621, 534531]
business : 9945562763, 179, 1, [240748, 229431]
economy : 2127532113, 163, 0, [244032, 871898]
business : 1743156429, 91, 0, [901768, 561317]
economy : 5199924412, 110, 6, [227851, 871898]
economy : 3859508524, 180, 2, [927166, 387608]
economy : 9005790730, 154, 2, [328140, 240748]
economy : 1641956692, 89, 2, [230731, 561317]
economy : 8792186972, 52, 1, [927166, 240748]
economy : 7518697115, 149, 0, [317969, 561317]
economy : 6669848206, 131, 10, [230731, 614004]
economy : 2110402774, 62, 1, [561317, 227851]
economy : 9043528091, 87, 2, [561317, 614004]
luxury : 1157834311, 80, 0, [170683, 730621]
luxury : 3231538285, 188, 2, [230731, 534531]
business : 5401767247, 164, 1, [954360, 387608]
economy : 2750591428, 111, 6, [534531, 230731]
first : 6942672005, 152, 1, [170683, 337164]
business : 4343483633, 147, 0, [614004, 240748]
economy : 1554796413, 62, 3, [761992, 229431]
luxury : 1263222982, 62, 2, [420310, 828895]
economy : 6327902497, 125, 3, [577376, 227851]
economy : 3441775153, 88, 1, [421291, 229431]
business : 6107009125, 76, 1, [561317, 614004]
economy : 7596343204, 80, 4, [244032, 328140]
business : 1066942644, 121, 3, [548890, 871898]
economy : 1194126723, 148, 1, [244032, 230731]
economy : 4474659197, 151, 2, [420310, 387608]
luxury : 6734685611, 199, 2, [244032, 871898]
business : 5641005820, 175, 2, [420310, 315848]
economy : 4912507496, 181, 3, [614004, 240748]
luxury : 8152478952, 120, 3, [315848, 530421]
first : 3396831420, 145, 10, [761992, 240748]
economy : 8931600993, 114, 10, [828895, 561317]
economy : 7432137252, 71, 3, [730621, 614004]
economy : 3824051265, 50, 2, [954360, 420310]
economy : 8980534599, 70, 2, [421291, 545206]
business : 2907948678, 135, 2, [244032, 548890]
economy : 2659104302, 130, 1, [948108, 421291]
business : 2147734742, 134, 5, [730621, 611038]
business : 2148195073, 42, 2, [170683, 420310]
economy : 4285925457, 73, 1, [766338, 420310]
luxury : 8746026447, 177, 1, [948108, 420310]
economy : 2684214011, 126, 2, [548890, 927166]
economy : 5425981370, 124, 0, [317969, 328140]
economy : 2726141110, 104, 2, [730621, 901768]
business : 7437026067, 72, 1, [577376, 561317]
first : 9632239276, 69, 1, [730621, 170683]
economy : 3670198901, 195, 2, [927166, 730621]
economy : 7946883510, 118, 1, [337164, 247240]
economy : 9826203518, 101, 2, [227851, 229431]
first : 3121437094, 89, 2, [927166, 766338]
economy : 4653463618, 142, 1, [573980, 230731]
economy : 7964795031, 144, 5, [927692, 901768]
business : 9714036830, 139, 8, [766338, 573980]
luxury : 5951829012, 172, 4, [611038, 577376]
economy : 6179000188, 71, 1, [927692, 530421]
economy : 2314198011, 68, 1, [170683, 730621]
economy : 4539616636, 81, 4, [229431, 230731]
economy : 1171681632, 144, 0, [534531, 828895]
first : 6754933479, 192, 0, [240748, 247240]
economy : 5525916887, 60, 2, [828895, 561317]
business : 8619234934, 159, 2, [871898, 227851]
business : 9011195299, 81, 3, [530421, 545206]
economy : 9396303132, 98, 1, [548890, 337164]
first : 8388771321, 122, 0, [244032, 545206]
economy : 9990682318, 94, 2, [901768, 766338]
business : 3353224584, 138, 0, [387608, 954360]
business : 2808631307, 185, 1, [954360, 545206]
economy : 3818295059, 60, 2, [317969, 548890]
economy : 4484949016, 133, 2, [954360, 927692]
business : 8832557682, 106, 5, [828895, 545206]
economy : 1035509999, 41, 8, [315848, 530421]
economy : 6706588384, 176, 1, [244032, 315848]
economy : 6904810730, 166, 1, [530421, 871898]
economy : 3817202165, 94, 2, [573980, 761992]
economy : 2405227409, 164, 0, [761992, 730621]
economy : 8568936756, 188, 1, [387608, 948108]
economy : 9710568633, 183, 3, [530421, 927166]
economy : 6414806808, 116, 2, [247240, 244032]
economy : 5149006429, 154, 1, [611038, 591766]
economy : 1982507042, 89, 2, [240748, 317969]
economy : 6066904100, 60, 1, [387608, 315848]
business : 7480426630, 137, 1, [927692, 317969]
economy : 8008045134, 86, 0, [766338, 317969]
business : 7422064453, 76, 10, [317969, 871898]
economy : 4659840583, 151, 2, [337164, 954360]
business : 5130545656, 163, 1, [240748, 337164]
economy : 2690755311, 97, 4, [337164, 761992]
economy : 1196104380, 52, 0, [927692, 828895]
economy : 6939585732, 45, 2, [315848, 954360]
economy : 9720397440, 48, 2, [534531, 766338]
economy : 1900602835, 145, 0, [421291, 730621]
first : 7832274662, 148, 1, [545206, 530421]
business : 5037135513, 184, 2, [730621, 387608]
economy : 1975952678, 48, 4, [244032, 611038]
first : 1971139996, 188, 2, [901768, 170683]
economy : 7387422360, 161, 1, [170683, 337164]
business : 2897961639, 135, 1, [927692, 766338]
economy : 6645222620, 70, 0, [927166, 229431]
economy : 3791883156, 132, 1, [530421, 927166]
economy : 8877819771, 152, 0, [611038, 927692]
first : 8138172347, 147, 1, [421291, 730621]
economy : 2095365201, 145, 1, [240748, 421291]
economy : 4931308241, 133, 1, [545206, 328140]
economy : 6246163189, 124, 1, [387608, 577376]
economy : 5907504165, 84, 0, [170683, 337164]
business : 8861095800, 62, 0, [420310, 170683]
economy : 2030021457, 180, 2, [548890, 766338]
economy : 4584100722, 123, 6, [240748, 247240]
economy : 7894694773, 143, 1, [901768, 545206]
economy : 2573657677, 73, 2, [577376, 170683]
economy : 7359166960, 64, 0, [240748, 577376]
economy : 1516028227, 70, 0, [766338, 387608]
economy : 3694931850, 69, 1, [170683, 614004]
economy : 4891052183, 119, 4, [828895, 534531]
economy : 1285647778, 61, 2, [577376, 315848]
business : 1730684539, 176, 1, [730621, 230731]
economy : 1795873285, 173, 1, [337164, 240748]
business : 7460703878, 117, 3, [611038, 561317]
business : 2374705301, 104, 1, [927166, 328140]
economy : 4726562720, 200, 0, [315848, 421291]
economy : 4642031415, 163, 10, [766338, 871898]
economy : 2624791462, 196, 4, [244032, 545206]
first : 9719103747, 112, 0, [611038, 420310]
business : 3225755001, 182, 1, [328140, 240748]
business : 2756999333, 191, 3, [315848, 230731]
economy : 4036853020, 133, 10, [244032, 927692]
business : 3394330180, 155, 9, [230731, 573980]
first : 4196460257, 96, 1, [230731, 591766]
first : 3398199941, 191, 10, [530421, 230731]
economy : 6360628897, 175, 1, [561317, 871898]
economy : 5087636652, 146, 1, [534531, 591766]
economy : 1964592862, 119, 2, [328140, 534531]
economy : 3547289686, 80, 7, [534531, 730621]
economy : 9493637864, 101, 1, [548890, 761992]
business : 5017380277, 180, 4, [530421, 170683]
economy : 5395360054, 55, 2, [761992, 591766]
economy : 6350363235, 180, 1, [170683, 901768]
economy : 2758400994, 153, 6, [317969, 315848]
economy : 8937045084, 69, 2, [871898, 170683]
economy : 1106309791, 188, 1, [871898, 227851]
economy : 9028282323, 54, 0, [534531, 611038]
business : 2685694374, 75, 6, [561317, 420310]
business : 2100294086, 173, 1, [328140, 954360]
economy : 1045587453, 185, 5, [244032, 548890]
business : 3756381716, 122, 4, [421291, 871898]
economy : 5166493679, 80, 5, [230731, 611038]
economy : 2137760903, 87, 1, [170683, 573980]
first : 3054433990, 85, 0, [954360, 871898]
business : 5753838855, 147, 2, [561317, 315848]
economy : 7152762896, 145, 0, [247240, 317969]
economy : 4191689862, 141, 4, [328140, 545206]
economy : 9813560071, 105, 1, [337164, 730621]
economy : 1729919727, 144, 10, [230731, 534531]
economy : 9833901546, 164, 2, [828895, 577376]
economy : 5611609959, 121, 1, [534531, 227851]
business : 3951620516, 150, 1, [577376, 614004]
economy : 4399836748, 41, 3, [766338, 317969]
business : 6579043660, 132, 2, [828895, 244032]
business : 2323436864, 60, 2, [328140, 591766]
economy : 6495096487, 139, 2, [948108, 761992]
economy : 9817314504, 115, 6, [591766, 927692]
economy : 3738437560, 157, 3, [614004, 548890]
economy : 4929822789, 164, 2, [227851, 730621]
economy : 9136317760, 132, 0, [828895, 548890]
economy : 5700756268, 55, 7, [534531, 614004]
business : 5099845265, 179, 2, [766338, 227851]
economy : 1382926118, 128, 3, [611038, 230731]
economy : 8887547417, 49, 0, [871898, 317969]
economy : 7751329410, 57, 7, [611038, 766338]
luxury : 2720302665, 88, 1, [573980, 561317]
economy : 4840876974, 137, 1, [614004, 828895]
economy : 5282430535, 87, 4, [954360, 337164]
economy : 5214695051, 80, 2, [387608, 766338]
business : 9637645846, 90, 0, [927166, 545206]
economy : 2527467509, 96, 4, [240748, 927692]
economy : 3771903188, 147, 3, [317969, 229431]
first : 3199037049, 157, 1, [871898, 611038]
economy : 1729577998, 80, 2, [901768, 591766]
economy : 5901443582, 79, 2, [170683, 337164]
economy : 6607589835, 96, 2, [337164, 954360]
business : 2549772122, 180, 1, [247240, 387608]
economy : 8898739636, 84, 0, [229431, 730621]
economy : 7328981142, 145, 1, [573980, 170683]
economy : 3822802860, 188, 1, [901768, 548890]
economy : 7928630469, 65, 4, [948108, 227851]
economy : 5571370579, 53, 7, [548890, 230731]
economy : 8313778630, 66, 1, [230731, 614004]
economy : 4170608374, 198, 2, [948108, 315848]
economy : 6212079912, 182, 3, [421291, 530421]
economy : 4450846901, 84, 5, [901768, 954360]
economy : 7571749242, 166, 2, [247240, 420310]
business : 8029189888, 150, 8, [534531, 561317]
economy : 3454287075, 189, 1, [315848, 766338]
business : 8053767207, 146, 3, [421291, 247240]
economy : 1268098139, 155, 1, [954360, 761992]
economy : 8050597112, 189, 1, [317969, 240748]
economy : 8732480056, 151, 0, [927166, 730621]
business : 7923782343, 142, 6, [927166, 573980]
economy : 5476237604, 148, 0, [611038, 871898]
economy : 4223831269, 185, 2, [927692, 591766]
economy : 7388810964, 153, 0, [545206, 766338]
business : 6342654755, 102, 1, [577376, 573980]
economy : 5325023337, 55, 2, [954360, 927692]
economy : 6556025419, 91, 5, [927166, 545206]
economy : 9011207220, 64, 10, [871898, 611038]
economy : 6741763550, 107, 1, [611038, 421291]
economy : 2204913162, 149, 3, [230731, 421291]
economy : 2348209539, 149, 0, [170683, 534531]
economy : 3884196668, 153, 4, [421291, 530421]
economy : 1190479221, 98, 0, [387608, 948108]
economy : 5442574171, 144, 1, [577376, 573980]
economy : 9871785067, 40, 1, [337164, 611038]
business : 5818527360, 143, 1, [761992, 328140]
economy : 5839847374, 76, 3, [611038, 534531]
economy : 6463659159, 137, 1, [901768, 421291]
economy : 4400510349, 162, 2, [730621, 227851]
economy : 5722637520, 111, 3, [247240, 240748]
economy : 7786297266, 129, 9, [230731, 871898]
economy : 5066853447, 174, 1, [766338, 244032]
economy : 4506730993, 49, 1, [315848, 614004]
economy : 4980899135, 129, 2, [766338, 420310]
economy : 3072347904, 79, 1, [761992, 591766]
economy : 6969826015, 106, 7, [534531, 828895]
business : 3916408875, 132, 0, [240748, 328140]
economy : 5083034367, 139, 1, [534531, 170683]
first : 8853280706, 91, 2, [948108, 530421]
economy : 3328738474, 150, 2, [761992, 337164]
economy : 3345786476, 91, 2, [227851, 611038]
business : 6685071447, 146, 2, [247240, 614004]
economy : 6327823169, 187, 1, [534531, 530421]
economy : 5813681419, 72, 2, [766338, 387608]
economy : 6893393451, 77, 4, [240748, 230731]
economy : 5875951337, 67, 3, [240748, 229431]
economy : 6356171282, 160, 4, [420310, 421291]
economy : 1599804673, 92, 1, [871898, 170683]
business : 8557196298, 102, 2, [315848, 337164]
economy : 4665046152, 118, 1, [614004, 240748]
economy : 9378564207, 110, 1, [561317, 227851]
economy : 2372990261, 176, 2, [337164, 240748]
economy : 9636848549, 79, 2, [591766, 614004]
economy : 7575658960, 198, 2, [766338, 244032]
economy : 1825481126, 74, 3, [315848, 927692]
business : 6592966693, 64, 1, [247240, 577376]
economy : 2841500821, 158, 7, [530421, 927692]
economy : 2735576150, 130, 1, [954360, 828895]
economy : 1848451979, 108, 7, [247240, 229431]
business : 5083481608, 71, 2, [170683, 230731]
economy : 6795063377, 102, 0, [577376, 530421]
economy : 6404851634, 156, 3, [561317, 247240]
economy : 7974914230, 166, 2, [227851, 229431]
economy : 3096792053, 45, 0, [229431, 766338]
economy : 3098374921, 123, 2, [337164, 871898]
economy : 1055597156, 85, 2, [591766, 561317]
economy : 9731078629, 168, 1, [730621, 927692]
business : 6919853855, 198, 1, [573980, 420310]
business : 1314801146, 97, 7, [766338, 421291]
first : 7090270959, 171, 0, [387608, 421291]
first : 5785587844, 184, 1, [337164, 954360]
economy : 5144915119, 130, 1, [761992, 534531]
economy : 2811965591, 140, 1, [387608, 317969]
business : 9670240400, 64, 2, [548890, 420310]
economy : 3076020829, 148, 2, [614004, 871898]
first : 9822866408, 195, 3, [421291, 761992]
economy : 4718842089, 191, 3, [337164, 954360]
economy : 7383952558, 55, 1, [954360, 230731]
economy : 5875012319, 157, 2, [927692, 954360]
economy : 2102424235, 152, 0, [227851, 761992]
business : 3835059646, 43, 1, [901768, 573980]
economy : 6983061619, 73, 1, [871898, 614004]
business : 4429346983, 191, 1, [573980, 387608]
business : 9083208366, 113, 3, [230731, 227851]
business : 4625413557, 49, 1, [315848, 229431]
economy : 8870134789, 179, 2, [591766, 247240]
business : 5423987382, 58, 1, [766338, 230731]
economy : 5940963707, 67, 2, [577376, 614004]
economy : 7389962374, 160, 1, [614004, 420310]
economy : 1411158267, 175, 1, [548890, 227851]
economy : 3059061245, 73, 6, [227851, 230731]
economy : 3443637535, 74, 2, [927692, 337164]
economy : 4587503132, 194, 0, [229431, 871898]
economy : 6079741078, 188, 0, [387608, 229431]
economy : 1768410218, 189, 2, [421291, 229431]
economy : 9321030079, 40, 10, [227851, 954360]
economy : 3531812605, 200, 1, [948108, 548890]
business : 4902451773, 138, 1, [229431, 828895]
economy : 7228776143, 55, 3, [828895, 170683]
economy : 4045647808, 197, 6, [871898, 315848]
business : 4201562037, 169, 2, [954360, 240748]
economy : 2596227042, 105, 2, [421291, 927166]
economy : 7862305718, 41, 1, [901768, 954360]
business : 1708795200, 99, 1, [901768, 170683]
economy : 4404660703, 41, 0, [420310, 545206]
business : 9461617351, 190, 0, [548890, 573980]
economy : 7189091805, 146, 2, [315848, 247240]
economy : 3996780724, 69, 1, [761992, 927692]
economy : 2789904141, 195, 2, [548890, 561317]
economy : 4334428605, 64, 2, [421291, 170683]
economy : 8000166814, 53, 2, [244032, 871898]
business : 4315697637, 133, 1, [948108, 766338]
economy : 2993375395, 153, 2, [766338, 229431]
economy : 4863847962, 176, 2, [420310, 317969]
economy : 7349884644, 199, 9, [577376, 948108]
business : 3915713150, 164, 3, [420310, 244032]
economy : 7645178867, 43, 1, [548890, 240748]
first : 7416322150, 93, 10, [420310, 530421]
economy : 6299810309, 138, 1, [545206, 927692]
economy : 4200549810, 116, 2, [548890, 229431]
economy : 2822834826, 88, 1, [730621, 247240]
economy : 8785818917, 102, 3, [244032, 614004]
first : 6169319405, 86, 0, [614004, 534531]
economy : 9783181045, 121, 1, [901768, 240748]
business : 9260734634, 146, 4, [247240, 766338]
business : 7081161596, 142, 0, [927166, 315848]
luxury : 1221550410, 52, 2, [561317, 730621]
economy : 4878442992, 184, 0, [927166, 240748]
economy : 9292116445, 136, 7, [573980, 420310]
economy : 2928425843, 75, 1, [611038, 561317]
economy : 6721204105, 174, 3, [337164, 387608]
economy : 8434456701, 150, 2, [545206, 387608]
business : 1536405043, 156, 1, [244032, 591766]
economy : 4442021462, 164, 0, [871898, 828895]
economy : 6059942009, 111, 1, [901768, 614004]
business : 9014046497, 67, 8, [548890, 948108]
economy : 5374327187, 42, 2, [927692, 730621]
economy : 6372689573, 164, 9, [611038, 927692]
economy : 5312586156, 79, 4, [530421, 561317]
economy : 1490776694, 128, 0, [247240, 828895]
business : 9627257532, 114, 3, [577376, 534531]
economy : 5057588899, 134, 0, [954360, 247240]
first : 1233484436, 126, 1, [766338, 871898]
economy : 5169632951, 90, 1, [871898, 244032]
economy : 3271098718, 189, 2, [227851, 170683]
business : 6242420369, 54, 8, [730621, 247240]
economy : 6132266073, 189, 10, [247240, 927166]
luxury : 4077631648, 57, 8, [901768, 337164]
economy : 3846037434, 170, 0, [328140, 230731]
first : 3186395385, 110, 1, [530421, 229431]
economy : 4306869910, 199, 4, [901768, 548890]
business : 1294177340, 64, 2, [948108, 240748]
business : 1788940602, 54, 1, [244032, 534531]
economy : 8941041137, 170, 3, [170683, 948108]
economy : 5471440915, 71, 2, [328140, 227851]
business : 4647018829, 48, 2, [421291, 577376]
economy : 4178076974, 183, 2, [730621, 591766]
economy : 6724917068, 66, 0, [244032, 766338]
business : 7860296410, 191, 5, [577376, 828895]
economy : 9491323271, 197, 7, [927166, 534531]
business : 8671735382, 65, 1, [315848, 534531]
business : 7591617042, 149, 9, [611038, 871898]
economy : 5533187624, 161, 1, [315848, 387608]
economy : 9742642945, 198, 0, [337164, 421291]
economy : 3863729328, 177, 3, [315848, 240748]
economy : 2453922353, 120, 1, [227851, 591766]
economy : 1992277394, 191, 1, [337164, 614004]
economy : 7236074512, 93, 5, [828895, 328140]
business : 5473452624, 123, 7, [328140, 766338]
first : 9830955905, 183, 1, [317969, 561317]
economy : 1109034901, 42, 0, [227851, 614004]
first : 7032259236, 187, 1, [315848, 421291]
business : 2745825709, 138, 2, [871898, 420310]
economy : 8855952223, 178, 4, [901768, 420310]
first : 8160170603, 146, 2, [901768, 545206]
economy : 1898209828, 185, 1, [927692, 534531]
economy : 9324988171, 120, 7, [530421, 247240]
business : 8984840930, 57, 3, [170683, 240748]
economy : 1141183949, 116, 1, [227851, 761992]
first : 5406021962, 161, 3, [761992, 828895]
economy : 2473808356, 122, 0, [611038, 761992]
economy : 1117281542, 125, 3, [761992, 530421]
business : 4546034169, 177, 2, [573980, 545206]
business : 8404484726, 107, 1, [421291, 170683]
luxury : 2051673884, 64, 1, [170683, 730621]
business : 5214572598, 168, 0, [230731, 954360]
economy : 3850621029, 66, 1, [954360, 591766]
business : 9199037107, 116, 0, [240748, 247240]
economy : 2031187249, 70, 1, [561317, 317969]
luxury : 8040610021, 137, 0, [387608, 871898]
business : 1129727750, 66, 1, [545206, 229431]
first : 3136342177, 64, 0, [927692, 577376]
business : 8320704718, 130, 2, [591766, 611038]
economy : 5274401389, 63, 1, [315848, 328140]
economy : 8441637376, 106, 7, [927166, 247240]
first : 1958897862, 122, 1, [573980, 317969]
business : 3211009688, 176, 3, [730621, 337164]
first : 5392449276, 109, 4, [530421, 548890]
economy : 7057301479, 104, 0, [901768, 545206]
economy : 1479686459, 200, 1, [315848, 954360]
economy : 9067042728, 61, 1, [577376, 954360]
economy : 2891843466, 75, 5, [247240, 730621]
economy : 8070465758, 66, 3, [170683, 954360]
economy : 1530727048, 43, 1, [927166, 730621]
business : 3927102740, 162, 0, [229431, 871898]
first : 4348412638, 99, 1, [227851, 328140]
economy : 7942787193, 82, 5, [948108, 247240]
economy : 4226799571, 55, 1, [927692, 247240]
economy : 5892519342, 127, 2, [901768, 530421]
economy : 1851118963, 112, 2, [229431, 948108]
business : 6919085095, 195, 1, [730621, 828895]
economy : 3070742513, 100, 0, [244032, 227851]
economy : 1329823022, 78, 4, [530421, 420310]
business : 5254821089, 91, 1, [229431, 315848]
economy : 3402300188, 51, 1, [591766, 534531]
business : 8023227699, 105, 9, [927166, 387608]
economy : 9615611022, 149, 1, [170683, 227851]
economy : 8108004408, 123, 1, [247240, 328140]
economy : 2280826651, 143, 1, [927166, 530421]
economy : 2027391593, 141, 0, [229431, 315848]
economy : 8450154187, 117, 2, [611038, 548890]
economy : 8323226116, 52, 1, [828895, 561317]
business : 5213516432, 46, 1, [534531, 871898]
economy : 2556379877, 101, 1, [240748, 545206]
luxury : 6751755408, 126, 2, [317969, 229431]
economy : 8032924375, 114, 3, [577376, 315848]
economy : 2834510062, 77, 3, [577376, 170683]
economy : 9889582403, 103, 1, [170683, 954360]
luxury : 7925820645, 125, 2, [901768, 227851]
business : 2928121619, 172, 1, [545206, 761992]
business : 6770011953, 184, 2, [315848, 328140]
economy : 3861728897, 199, 1, [561317, 766338]
economy : 9204034207, 146, 3, [548890, 561317]
economy : 7587329651, 139, 1, [545206, 315848]
economy : 5513852867, 183, 1, [611038, 548890]
economy : 9544759516, 52, 2, [766338, 337164]
economy : 5101879852, 76, 3, [170683, 530421]
business : 8994956115, 149, 2, [170683, 871898]
economy : 9535248981, 107, 1, [227851, 421291]
economy : 6887420637, 188, 3, [244032, 577376]
economy : 4293809767, 134, 1, [577376, 420310]
economy : 2320480457, 42, 0, [170683, 927692]
business : 1843872236, 154, 9, [614004, 591766]
business : 6156256625, 125, 9, [247240, 591766]
economy : 4215989370, 79, 2, [229431, 591766]
economy : 9305020738, 145, 1, [545206, 315848]
economy : 4748408283, 154, 1, [545206, 730621]
economy : 2906543137, 96, 4, [901768, 573980]
first : 3993643530, 84, 0, [561317, 730621]
business : 7829635226, 97, 1, [761992, 828895]
first : 4087060011, 110, 8, [591766, 730621]
economy : 3225243969, 67, 3, [828895, 240748]
