3 10 9729
11970 14445.0 18333 18360 6650
regional : 267593, 44, -1096, 74.03, 102600, 1
major : 781975, 1704, 0, 47.63, 237250, 2
major : 643504, -1624, -2096, 44.55, 194000, 2
major : 559233, 873, 443, 69.96, 196000, 1
hub : 919072, 134, -1780, 59.95, 253500, 2
major : 422578, 1878, 1496, 55.22, 199500, 1
regional : 655078, -736, 341, 94.49, 108000, 1
major : 954691, 2638, -1366, 53.46, 169250, 3
regional : 599912, 812, 29, 84.15, 148000, 1
major : 771686, -2117, 112, 69.52, 208000, 2
business : 7919823383, 163, 3, [267593, 771686]
economy : 5116531642, 81, 1, [919072, 781975]
economy : 4016685685, 110, 2, [559233, 643504]
business : 2679821119, 127, 1, [559233, 771686]
economy : 9074931336, 50, 3, [954691, 643504]
first : 6512183461, 175, 1, [599912, 771686]
economy : 7530204323, 53, 0, [919072, 267593]
economy : 5479478969, 61, 2, [954691, 559233]
luxury : 3748280647, 47, 1, [643504, 919072]
economy : 5217068561, 178, 2, [655078, 954691]
business : 3311659763, 146, 1, [781975, 599912]
economy : 9735716569, 48, 2, [655078, 919072]
economy : 6306000812, 41, 4, [599912, 954691]
economy : 2598902727, 66, 0, [781975, 643504]
economy : 9806191324, 133, 6, [267593, 771686]
economy : 3303681962, 155, 4, [267593, 655078]
economy : 8925194890, 78, 1, [919072, 771686]
economy : 9827319499, 76, 2, [655078, 422578]
economy : 9672037027, 73, 2, [422578, 954691]
economy : 1736703083, 104, 1, [559233, 267593]
economy : 3878292193, 59, 1, [267593, 771686]
first : 1232111092, 92, 1, [954691, 643504]
economy : 9665272216, 63, 0, [781975, 954691]
business : 8596032100, 85, 2, [781975, 559233]
economy : 3995184770, 200, 2, [422578, 643504]
economy : 3250251728, 155, 5, [781975, 422578]
economy : 7869132430, 146, 2, [954691, 655078]
first : 6629706537, 175, 3, [771686, 599912]
economy : 7086981459, 75, 1, [655078, 781975]
economy : 6397629263, 109, 1, [643504, 655078]
economy : 5807860483, 153, 4, [267593, 781975]
business : 5989120291, 196, 2, [422578, 643504]
economy : 8654728076, 188, 7, [919072, 267593]
economy : 3946333851, 129, 9, [771686, 954691]
economy : 4582227662, 174, 2, [919072, 267593]
economy : 1733520594, 193, 2, [781975, 655078]
economy : 9655533681, 121, 1, [559233, 954691]
economy : 1231151027, 128, 0, [559233, 771686]
economy : 7797810761, 170, 2, [655078, 919072]
economy : 2369831376, 167, 0, [771686, 781975]
economy : 3629698023, 179, 1, [599912, 771686]
business : 8800422557, 119, 7, [422578, 267593]
business : 5879053949, 192, 5, [771686, 781975]
economy : 9234582293, 191, 0, [781975, 655078]
economy : 7558060135, 59, 1, [781975, 599912]
economy : 2208022721, 62, 1, [599912, 919072]
economy : 8321640227, 119, 3, [919072, 599912]
economy : 7408950122, 46, 2, [919072, 781975]
economy : 3368972403, 41, 6, [919072, 422578]
business : 3926516464, 89, 2, [771686, 267593]
economy : 3113832738, 144, 0, [267593, 771686]
economy : 2124040971, 121, 2, [919072, 771686]
economy : 8246545422, 148, 2, [559233, 781975]
business : 9012028029, 198, 2, [643504, 599912]
first : 1123094560, 130, 0, [267593, 559233]
economy : 7916184654, 126, 1, [771686, 559233]
business : 5921456472, 81, 4, [422578, 643504]
business : 1805924445, 96, 1, [919072, 954691]
economy : 1091882100, 130, 0, [267593, 919072]
business : 7036718036, 79, 4, [771686, 954691]
economy : 8675852111, 50, 0, [771686, 919072]
business : 1475371890, 114, 1, [643504, 771686]
economy : 9028609714, 163, 3, [655078, 599912]
economy : 7877971295, 70, 2, [954691, 643504]
business : 4577005670, 128, 0, [643504, 655078]
economy : 6465327056, 74, 6, [954691, 781975]
business : 8659551843, 176, 10, [599912, 919072]
economy : 8564053931, 90, 1, [559233, 599912]
economy : 1015259501, 123, 0, [422578, 599912]
first : 2784121539, 136, 0, [599912, 655078]
economy : 7127662280, 196, 4, [643504, 919072]
first : 5716604154, 135, 1, [781975, 422578]
economy : 7290512247, 75, 1, [771686, 559233]
economy : 1177416570, 191, 5, [655078, 954691]
economy : 2628597636, 183, 3, [422578, 655078]
economy : 5061711984, 152, 6, [559233, 599912]
economy : 1687377268, 178, 4, [919072, 559233]
economy : 5774710013, 151, 3, [655078, 559233]
economy : 5592492236, 198, 2, [643504, 954691]
economy : 8041023311, 159, 0, [559233, 771686]
business : 6521986644, 47, 0, [919072, 599912]
business : 5004530961, 105, 4, [771686, 422578]
business : 6139138892, 68, 2, [655078, 599912]
economy : 1237798216, 200, 2, [954691, 919072]
business : 2089664213, 115, 1, [919072, 643504]
economy : 5859469221, 170, 1, [267593, 771686]
business : 3508665589, 161, 1, [422578, 954691]
luxury : 4403461996, 89, 10, [655078, 919072]
business : 4455024310, 193, 1, [267593, 781975]
luxury : 8576762151, 169, 0, [599912, 643504]
economy : 5114329081, 71, 2, [954691, 643504]
economy : 5729207416, 112, 2, [919072, 422578]
economy : 7188431473, 160, 2, [655078, 643504]
economy : 9238432502, 84, 4, [781975, 655078]
economy : 4755926148, 89, 0, [599912, 655078]
economy : 9328892842, 95, 1, [559233, 919072]
economy : 4981459118, 89, 3, [267593, 559233]
economy : 2370253480, 73, 0, [919072, 771686]
economy : 8290723872, 196, 0, [919072, 559233]
economy : 5072100679, 181, 1, [643504, 559233]
business : 8518689900, 149, 0, [655078, 781975]
economy : 1770844281, 119, 1, [919072, 643504]
economy : 7984957324, 199, 2, [422578, 655078]
economy : 6285789052, 152, 0, [599912, 954691]
economy : 7354679903, 143, 0, [422578, 643504]
business : 7946369466, 145, 0, [781975, 919072]
economy : 2189712590, 188, 6, [954691, 919072]
economy : 4964848732, 45, 4, [643504, 267593]
economy : 8458492213, 166, 5, [267593, 559233]
economy : 6286384563, 81, 4, [422578, 599912]
luxury : 7515745890, 124, 2, [919072, 643504]
economy : 7995456555, 170, 3, [655078, 919072]
economy : 2478344425, 171, 3, [655078, 781975]
economy : 9089892162, 197, 10, [559233, 655078]
business : 2547111693, 112, 0, [919072, 559233]
first : 9272656293, 176, 1, [655078, 771686]
economy : 2821900994, 91, 0, [599912, 954691]
business : 2804328613, 184, 7, [771686, 919072]
business : 5455766495, 88, 2, [267593, 771686]
business : 3750604505, 163, 2, [559233, 599912]
first : 6774744842, 181, 2, [422578, 267593]
business : 5517572183, 83, 8, [954691, 559233]
luxury : 5971643626, 168, 1, [771686, 559233]
economy : 4086377141, 55, 2, [954691, 559233]
business : 2303429337, 93, 3, [655078, 267593]
business : 2737616730, 114, 6, [954691, 919072]
economy : 4030678307, 153, 2, [559233, 919072]
first : 1270115293, 170, 0, [643504, 655078]
economy : 4606477269, 112, 3, [422578, 655078]
first : 9545263487, 155, 1, [422578, 771686]
economy : 4520842970, 42, 1, [599912, 954691]
business : 4535012518, 82, 0, [559233, 267593]
economy : 3093646063, 126, 2, [655078, 781975]
economy : 3793885131, 114, 0, [267593, 599912]
business : 3435167287, 189, 1, [599912, 771686]
business : 6305451559, 77, 2, [643504, 954691]
first : 5265290281, 135, 3, [267593, 954691]
economy : 2324907866, 172, 0, [267593, 954691]
economy : 5016528920, 45, 1, [655078, 267593]
business : 6118437747, 85, 8, [655078, 781975]
economy : 4176582760, 150, 0, [954691, 267593]
economy : 1674171340, 46, 0, [643504, 954691]
business : 9389332566, 61, 0, [781975, 559233]
economy : 8580297615, 176, 1, [919072, 655078]
business : 2023234383, 197, 1, [771686, 422578]
economy : 4957362076, 170, 5, [771686, 643504]
economy : 2233091948, 112, 2, [771686, 422578]
economy : 7065648058, 67, 2, [771686, 559233]
economy : 3039762167, 161, 2, [781975, 267593]
economy : 5113234071, 116, 1, [422578, 559233]
business : 8823331412, 75, 10, [771686, 643504]
business : 7002724578, 42, 1, [919072, 954691]
economy : 2915286690, 99, 0, [954691, 655078]
business : 3840615815, 175, 2, [643504, 954691]
economy : 7198199055, 63, 2, [954691, 781975]
economy : 5684179510, 52, 8, [559233, 599912]
economy : 4019726377, 137, 0, [599912, 267593]
economy : 1844366736, 130, 2, [655078, 559233]
economy : 1151748128, 91, 2, [643504, 422578]
economy : 4462117732, 77, 2, [781975, 559233]
economy : 2319975348, 49, 8, [919072, 643504]
economy : 5960520171, 64, 0, [771686, 643504]
economy : 5568831468, 161, 9, [919072, 954691]
economy : 2848328169, 172, 0, [267593, 771686]
economy : 4175669288, 193, 1, [267593, 771686]
first : 1487305367, 126, 1, [781975, 643504]
economy : 4822802439, 126, 1, [643504, 954691]
economy : 8146292306, 95, 0, [655078, 422578]
first : 9639618748, 63, 1, [559233, 599912]
economy : 5151022893, 182, 3, [643504, 599912]
economy : 3031082682, 60, 0, [267593, 954691]
economy : 2259019937, 41, 2, [771686, 781975]
business : 3052772116, 156, 2, [422578, 954691]
business : 2451893259, 97, 8, [599912, 919072]
economy : 8420165801, 167, 2, [771686, 954691]
economy : 7594494620, 180, 1, [599912, 559233]
economy : 1528811237, 89, 1, [599912, 954691]
business : 4459772191, 92, 1, [919072, 599912]
economy : 5628033477, 125, 3, [422578, 771686]
economy : 4107755871, 150, 2, [655078, 919072]
economy : 7716304573, 45, 2, [655078, 771686]
economy : 2196414300, 156, 2, [422578, 781975]
economy : 9728033190, 44, 0, [599912, 422578]
economy : 3882254628, 132, 10, [559233, 643504]
economy : 7135477994, 98, 3, [643504, 655078]
economy : 3978543345, 190, 5, [655078, 643504]
economy : 3409386241, 184, 5, [771686, 422578]
economy : 4866747605, 117, 1, [655078, 781975]
economy : 6150226275, 178, 1, [267593, 422578]
economy : 8759433436, 112, 1, [771686, 781975]
luxury : 9362761444, 183, 1, [655078, 559233]
economy : 4376518025, 66, 0, [643504, 422578]
economy : 2794760704, 68, 1, [267593, 781975]
economy : 2085666325, 50, 5, [655078, 781975]
economy : 8162245245, 88, 1, [643504, 267593]
business : 4030592633, 116, 1, [599912, 919072]
business : 4786246941, 155, 1, [781975, 771686]
economy : 1245031673, 103, 1, [559233, 267593]
economy : 8505641364, 153, 1, [267593, 643504]
economy : 4232327553, 148, 9, [422578, 267593]
economy : 4940279371, 68, 2, [655078, 919072]
economy : 7637690342, 169, 1, [559233, 771686]
economy : 7721253777, 174, 3, [559233, 422578]
first : 7926476783, 163, 1, [954691, 559233]
economy : 1890687957, 157, 8, [643504, 771686]
economy : 5037703127, 47, 3, [919072, 422578]
business : 5948920593, 166, 0, [655078, 267593]
economy : 9688710794, 126, 1, [267593, 919072]
economy : 8234787114, 69, 0, [267593, 655078]
economy : 5227074464, 65, 1, [771686, 559233]
economy : 2668198557, 138, 0, [422578, 599912]
business : 3921956595, 154, 1, [599912, 559233]
economy : 2820964537, 79, 2, [771686, 267593]
economy : 5856168161, 93, 2, [954691, 267593]
luxury : 6001300820, 104, 0, [954691, 267593]
economy : 8611609631, 164, 4, [643504, 954691]
economy : 5865142814, 74, 0, [655078, 771686]
economy : 4161303886, 158, 6, [954691, 771686]
economy : 7958193621, 76, 1, [599912, 771686]
economy : 1831752498, 195, 0, [954691, 655078]
economy : 2009473372, 111, 1, [599912, 655078]
business : 2495796210, 88, 10, [422578, 599912]
economy : 9660869523, 161, 2, [422578, 655078]
economy : 9043954697, 178, 2, [655078, 559233]
economy : 8824423966, 45, 0, [422578, 655078]
business : 8180465743, 153, 0, [599912, 781975]
economy : 7698424213, 67, 1, [919072, 781975]
business : 4439107821, 101, 1, [919072, 781975]
economy : 9325498748, 110, 1, [559233, 781975]
business : 2257349096, 105, 1, [422578, 781975]
economy : 2840376529, 97, 2, [422578, 655078]
economy : 4009105844, 51, 0, [599912, 919072]
economy : 7171345408, 123, 2, [267593, 919072]
economy : 8110201508, 196, 0, [559233, 781975]
economy : 3199507422, 150, 1, [655078, 643504]
economy : 2486787239, 155, 1, [954691, 559233]
economy : 9285681873, 50, 2, [267593, 954691]
first : 5040350176, 183, 2, [267593, 643504]
economy : 7210619431, 54, 2, [655078, 919072]
first : 8140274805, 136, 1, [655078, 267593]
economy : 6113260179, 80, 2, [559233, 267593]
economy : 4947488288, 147, 1, [422578, 919072]
economy : 3707369254, 61, 6, [422578, 781975]
economy : 5743930952, 135, 2, [599912, 919072]
economy : 9572409335, 200, 2, [267593, 422578]
economy : 1021786016, 56, 2, [655078, 919072]
first : 9642058938, 74, 6, [954691, 919072]
economy : 3439382927, 114, 6, [422578, 267593]
economy : 5670871066, 118, 1, [781975, 422578]
business : 8897575739, 196, 2, [643504, 422578]
economy : 2216390364, 178, 3, [599912, 771686]
first : 8023715870, 58, 2, [559233, 771686]
economy : 8945120143, 89, 2, [643504, 954691]
economy : 5448293220, 150, 0, [599912, 781975]
first : 2282701683, 199, 3, [919072, 559233]
business : 9199247274, 184, 6, [559233, 599912]
business : 7651224138, 69, 0, [954691, 267593]
first : 3344858113, 82, 8, [267593, 643504]
economy : 5827143947, 91, 4, [422578, 655078]
economy : 4933343465, 60, 2, [655078, 771686]
economy : 2467017985, 43, 9, [422578, 919072]
economy : 5742961621, 77, 1, [919072, 771686]
business : 3779259228, 185, 0, [781975, 954691]
economy : 1581942249, 149, 5, [954691, 599912]
economy : 6814065435, 198, 5, [655078, 781975]
economy : 4179592146, 104, 1, [781975, 643504]
economy : 9557268444, 188, 1, [781975, 919072]
economy : 9981893019, 96, 4, [919072, 643504]
economy : 5586147759, 149, 6, [919072, 422578]
economy : 2545180478, 92, 6, [655078, 919072]
business : 9216931603, 174, 1, [919072, 559233]
economy : 6198948433, 158, 1, [559233, 267593]
business : 2110436418, 57, 0, [655078, 267593]
business : 3776820852, 91, 0, [267593, 919072]
business : 7990689052, 158, 7, [781975, 954691]
economy : 7068200264, 167, 1, [781975, 599912]
business : 5903764136, 149, 0, [954691, 655078]
economy : 5709946263, 162, 1, [919072, 267593]
business : 9605674455, 167, 2, [771686, 655078]
economy : 7512464233, 75, 3, [643504, 781975]
economy : 3703156592, 61, 1, [643504, 919072]
economy : 2882413225, 126, 2, [771686, 781975]
economy : 5391016883, 195, 4, [655078, 771686]
luxury : 5589663889, 72, 0, [599912, 643504]
economy : 4128156845, 178, 10, [655078, 954691]
economy : 2737386976, 144, 2, [655078, 643504]
economy : 5733641924, 190, 1, [954691, 559233]
business : 4218504920, 165, 1, [599912, 655078]
economy : 7647075875, 137, 3, [267593, 655078]
economy : 8074168573, 81, 9, [781975, 919072]
business : 6692568076, 100, 1, [559233, 954691]
business : 8220638487, 127, 6, [781975, 954691]
economy : 9259121275, 190, 0, [559233, 643504]
economy : 5802834125, 126, 1, [643504, 919072]
economy : 4586373706, 43, 3, [655078, 954691]
economy : 2932448631, 143, 9, [771686, 422578]
economy : 2385080204, 170, 1, [771686, 919072]
economy : 8899709596, 68, 2, [643504, 655078]
economy : 2915952161, 156, 0, [422578, 771686]
economy : 6229423600, 160, 2, [771686, 919072]
economy : 6104158648, 154, 3, [954691, 267593]
business : 2565751097, 115, 2, [919072, 781975]
business : 7147683352, 147, 3, [781975, 643504]
economy : 3938943160, 155, 2, [919072, 422578]
first : 7646519439, 66, 1, [771686, 655078]
economy : 6430290651, 175, 5, [267593, 781975]
business : 6568532756, 88, 2, [643504, 267593]
economy : 7170244286, 87, 1, [559233, 771686]
economy : 5734255355, 140, 4, [422578, 771686]
economy : 2727514455, 122, 9, [771686, 267593]
business : 1146116310, 162, 0, [643504, 267593]
economy : 6270766416, 142, 1, [267593, 559233]
economy : 7583813470, 139, 3, [919072, 643504]
economy : 7615951593, 128, 1, [655078, 267593]
economy : 8314536841, 114, 0, [781975, 919072]
business : 3295005286, 123, 2, [919072, 559233]
business : 5335138277, 102, 2, [422578, 919072]
business : 7525204587, 139, 0, [643504, 954691]
economy : 1172218062, 78, 0, [771686, 643504]
economy : 9027120434, 104, 0, [771686, 559233]
business : 8342898536, 89, 3, [781975, 919072]
economy : 3721337654, 70, 1, [599912, 781975]
economy : 7181388510, 180, 1, [422578, 559233]
first : 4008241473, 182, 10, [267593, 781975]
economy : 5820052518, 159, 0, [267593, 559233]
business : 3583923668, 177, 1, [771686, 422578]
economy : 3778306986, 158, 1, [771686, 559233]
economy : 4336846246, 118, 1, [655078, 599912]
economy : 9958892448, 180, 2, [954691, 781975]
business : 5696679207, 191, 0, [559233, 655078]
economy : 6754302214, 94, 2, [422578, 919072]
economy : 4903042397, 150, 1, [919072, 655078]
business : 2065214605, 106, 6, [643504, 599912]
economy : 4270097709, 150, 2, [599912, 655078]
business : 4839760570, 147, 2, [599912, 422578]
economy : 5433987038, 179, 0, [599912, 559233]
economy : 2358648115, 115, 3, [643504, 599912]
economy : 1484188114, 87, 1, [781975, 919072]
first : 4564391737, 198, 2, [599912, 919072]
economy : 7744712401, 129, 10, [919072, 655078]
business : 5566358162, 63, 8, [781975, 771686]
economy : 1697146705, 102, 2, [781975, 267593]
economy : 1692087197, 98, 0, [599912, 771686]
economy : 3643657225, 168, 2, [599912, 422578]
economy : 4188218937, 157, 1, [781975, 267593]
economy : 4521805603, 154, 5, [771686, 655078]
business : 8431182528, 126, 2, [599912, 771686]
economy : 2502377845, 87, 2, [559233, 771686]
economy : 5886362439, 197, 0, [422578, 599912]
economy : 9577364088, 161, 7, [643504, 422578]
economy : 7923027319, 54, 1, [771686, 559233]
business : 2555827374, 149, 9, [954691, 771686]
economy : 4239705538, 92, 2, [655078, 267593]
economy : 3320367753, 93, 0, [267593, 559233]
economy : 6644945637, 121, 1, [781975, 422578]
economy : 6384305691, 198, 3, [771686, 781975]
economy : 9443484601, 190, 0, [643504, 422578]
economy : 1575587014, 122, 0, [655078, 643504]
economy : 5142799057, 125, 3, [643504, 422578]
economy : 9533288394, 123, 1, [771686, 655078]
economy : 8770597157, 74, 1, [781975, 559233]
economy : 9265359472, 177, 1, [559233, 655078]
economy : 8875927007, 61, 7, [643504, 559233]
business : 6364884890, 123, 4, [422578, 781975]
business : 7228266502, 74, 8, [655078, 919072]
economy : 8386634233, 127, 0, [422578, 643504]
economy : 3453718598, 176, 2, [267593, 954691]
economy : 9378794734, 135, 0, [655078, 599912]
first : 1643664981, 99, 1, [643504, 771686]
economy : 8397765559, 163, 3, [643504, 559233]
business : 2039864431, 63, 8, [267593, 559233]
economy : 2571697402, 92, 1, [643504, 771686]
business : 3677622760, 168, 0, [422578, 559233]
economy : 1598833798, 85, 1, [655078, 599912]
economy : 5510030825, 183, 0, [599912, 781975]
economy : 3128469731, 40, 2, [599912, 643504]
economy : 5319181527, 109, 9, [267593, 954691]
business : 8538572679, 85, 2, [267593, 781975]
business : 7120807167, 185, 1, [771686, 267593]
economy : 3744909336, 99, 9, [559233, 267593]
economy : 8016961879, 84, 1, [599912, 954691]
economy : 7976175008, 175, 1, [954691, 919072]
economy : 9319561341, 200, 0, [643504, 267593]
business : 1579164638, 89, 1, [655078, 771686]
economy : 2810724919, 61, 4, [559233, 267593]
economy : 1415874949, 102, 2, [954691, 267593]
business : 3526588949, 91, 1, [643504, 781975]
first : 7654537436, 193, 0, [422578, 655078]
economy : 7656731930, 43, 3, [954691, 599912]
economy : 2411005970, 143, 0, [422578, 781975]
economy : 7572059291, 87, 1, [919072, 781975]
economy : 7375765887, 98, 3, [599912, 771686]
economy : 9940330722, 184, 4, [781975, 771686]
economy : 3869568634, 97, 3, [422578, 954691]
economy : 2861483064, 108, 1, [559233, 954691]
business : 2470414261, 64, 3, [781975, 954691]
economy : 9190842051, 155, 1, [781975, 655078]
economy : 9105342955, 67, 1, [643504, 919072]
first : 2761740888, 126, 9, [919072, 559233]
business : 2615734287, 153, 0, [655078, 643504]
business : 7352775862, 44, 1, [267593, 954691]
business : 4226220160, 104, 3, [267593, 422578]
business : 6002597380, 161, 1, [267593, 422578]
economy : 6160264145, 77, 1, [559233, 267593]
economy : 1544578417, 42, 0, [781975, 643504]
first : 8542199053, 132, 3, [655078, 643504]
economy : 1957720016, 195, 5, [267593, 771686]
economy : 2880589066, 169, 0, [422578, 267593]
business : 3616490661, 128, 1, [781975, 422578]
economy : 9008894376, 197, 3, [781975, 771686]
economy : 8932421329, 65, 2, [954691, 422578]
economy : 5265832345, 163, 3, [267593, 643504]
economy : 4621970443, 110, 0, [919072, 422578]
economy : 2136592118, 129, 1, [599912, 643504]
economy : 3561579856, 107, 3, [599912, 919072]
economy : 4080224831, 148, 0, [267593, 655078]
economy : 8404939245, 125, 3, [599912, 771686]
economy : 4695296939, 41, 0, [655078, 771686]
economy : 7847323492, 74, 2, [599912, 655078]
economy : 6773997682, 58, 2, [771686, 599912]
economy : 6030152701, 78, 1, [599912, 655078]
business : 2686969195, 98, 1, [954691, 655078]
economy : 1937583065, 82, 0, [655078, 643504]
economy : 7507792592, 112, 2, [655078, 422578]
economy : 4597711699, 171, 3, [781975, 643504]
economy : 1253591819, 45, 0, [771686, 599912]
economy : 2801475675, 59, 6, [643504, 919072]
economy : 7848196266, 62, 8, [559233, 599912]
economy : 8497520235, 97, 8, [643504, 771686]
business : 3199201780, 175, 1, [599912, 643504]
economy : 8919425668, 99, 0, [599912, 267593]
economy : 8532577173, 147, 3, [422578, 919072]
business : 3444674473, 106, 2, [655078, 643504]
business : 5150248308, 132, 0, [655078, 599912]
business : 3558053638, 172, 2, [954691, 267593]
economy : 9656665352, 71, 2, [599912, 771686]
economy : 8364627312, 126, 1, [559233, 771686]
business : 4118085266, 122, 7, [954691, 267593]
economy : 3204858892, 98, 5, [267593, 599912]
economy : 9894935279, 170, 1, [919072, 267593]
business : 8901300854, 195, 1, [781975, 267593]
business : 1079171748, 114, 1, [771686, 599912]
first : 4275602224, 174, 1, [954691, 655078]
economy : 8486789855, 125, 2, [643504, 771686]
business : 2764509627, 149, 2, [919072, 599912]
economy : 3505750708, 142, 2, [655078, 643504]
business : 9500650265, 79, 0, [781975, 655078]
business : 8946703697, 126, 2, [655078, 781975]
business : 9822100118, 132, 1, [559233, 655078]
economy : 6321587935, 68, 3, [267593, 655078]
economy : 7083367812, 65, 1, [267593, 422578]
business : 6340549805, 65, 8, [643504, 422578]
economy : 8279034563, 69, 0, [643504, 954691]
business : 2385721076, 74, 2, [422578, 559233]
economy : 6563804455, 76, 1, [781975, 655078]
economy : 9150222298, 125, 1, [655078, 954691]
economy : 1639644638, 105, 2, [422578, 655078]
economy : 2068695677, 69, 2, [643504, 267593]
economy : 3684943364, 196, 3, [559233, 781975]
economy : 1362077234, 58, 0, [599912, 559233]
first : 7732872914, 40, 1, [599912, 643504]
economy : 3261766028, 173, 3, [771686, 599912]
economy : 4999339800, 174, 6, [559233, 599912]
economy : 1963454123, 56, 6, [771686, 267593]
economy : 4286363716, 63, 2, [267593, 599912]
business : 9101653316, 100, 5, [771686, 954691]
economy : 5935565383, 70, 6, [954691, 599912]
economy : 1005841539, 113, 1, [559233, 422578]
economy : 4830142780, 65, 1, [771686, 599912]
economy : 7677639305, 66, 2, [559233, 954691]
business : 3629154123, 92, 2, [599912, 655078]
economy : 4561872725, 154, 1, [781975, 267593]
economy : 9919102823, 73, 3, [267593, 771686]
economy : 9633624873, 141, 3, [771686, 422578]
economy : 9684393152, 91, 5, [643504, 919072]
economy : 3552931670, 54, 2, [643504, 655078]
economy : 3911745616, 49, 2, [559233, 643504]
economy : 2269626941, 96, 1, [655078, 781975]
first : 3413118987, 161, 1, [781975, 422578]
business : 5081739711, 98, 6, [599912, 422578]
first : 8793244024, 119, 1, [559233, 781975]
economy : 4152409809, 46, 5, [919072, 954691]
business : 3429447928, 160, 1, [643504, 771686]
business : 5564052451, 177, 5, [643504, 919072]
first : 9527887204, 85, 1, [599912, 919072]
economy : 8649328671, 183, 2, [954691, 655078]
economy : 8808734724, 99, 2, [267593, 781975]
first : 2877595298, 171, 3, [422578, 267593]
economy : 3108575442, 135, 1, [267593, 655078]
economy : 2946512983, 126, 1, [267593, 422578]
economy : 3153079789, 92, 2, [771686, 643504]
economy : 8169066153, 44, 0, [919072, 422578]
business : 6488895411, 185, 2, [267593, 771686]
economy : 7572236278, 97, 0, [267593, 655078]
economy : 8828984720, 174, 0, [954691, 559233]
business : 4517067886, 195, 1, [643504, 919072]
economy : 3036386112, 130, 2, [781975, 643504]
economy : 4576341343, 78, 2, [781975, 599912]
economy : 6506704832, 63, 0, [599912, 781975]
luxury : 5135620490, 152, 1, [267593, 655078]
economy : 4549163548, 117, 0, [643504, 267593]
business : 8636625897, 142, 1, [267593, 643504]
business : 5024397701, 136, 4, [559233, 781975]
economy : 7520831994, 136, 2, [919072, 781975]
economy : 4341886575, 196, 4, [559233, 771686]
economy : 4864383314, 137, 1, [771686, 559233]
business : 5692385932, 98, 2, [655078, 599912]
economy : 3118359601, 84, 1, [599912, 655078]
first : 4952490488, 182, 1, [781975, 919072]
economy : 8171574945, 165, 1, [599912, 781975]
luxury : 4697730522, 185, 9, [655078, 559233]
economy : 7567297386, 78, 6, [643504, 954691]
economy : 7882411166, 76, 0, [422578, 559233]
economy : 3565748918, 174, 0, [771686, 643504]
economy : 1437001405, 69, 5, [267593, 655078]
first : 8449251421, 150, 2, [655078, 599912]
economy : 2895182432, 105, 1, [655078, 559233]
economy : 3731322783, 123, 3, [954691, 559233]
economy : 8502227354, 159, 2, [919072, 643504]
luxury : 1682180139, 103, 4, [655078, 919072]
business : 1456558659, 84, 9, [954691, 643504]
economy : 9829081089, 81, 3, [267593, 559233]
luxury : 2687812513, 193, 0, [919072, 267593]
economy : 7686715664, 62, 1, [643504, 267593]
economy : 2195401394, 193, 1, [599912, 919072]
economy : 1055208803, 40, 1, [655078, 954691]
economy : 3266877785, 93, 0, [267593, 655078]
economy : 1159630182, 110, 0, [422578, 599912]
first : 9479740387, 150, 1, [422578, 599912]
economy : 2764671058, 187, 1, [919072, 599912]
economy : 1381780869, 80, 3, [267593, 655078]
economy : 4265368612, 47, 6, [655078, 267593]
economy : 8951997822, 84, 2, [655078, 599912]
business : 5777523622, 123, 7, [919072, 771686]
economy : 3513716285, 172, 2, [655078, 954691]
economy : 8097670792, 146, 1, [771686, 781975]
economy : 3796447066, 102, 2, [643504, 655078]
economy : 7273642903, 84, 0, [599912, 655078]
economy : 8132404927, 191, 1, [781975, 559233]
economy : 5330551875, 81, 1, [771686, 655078]
economy : 9574195527, 144, 0, [599912, 781975]
economy : 5224140752, 184, 2, [781975, 954691]
economy : 8225538609, 54, 6, [655078, 771686]
economy : 9178769708, 73, 2, [954691, 643504]
economy : 3814121805, 44, 1, [267593, 599912]
economy : 6950835190, 115, 0, [559233, 655078]
economy : 4582742252, 153, 1, [655078, 954691]
economy : 5948164666, 181, 1, [559233, 781975]
business : 6564733462, 184, 7, [422578, 655078]
economy : 7877739801, 170, 1, [781975, 267593]
economy : 8281811584, 137, 2, [655078, 643504]
first : 8368469789, 132, 2, [655078, 771686]
economy : 8439341438, 69, 4, [655078, 267593]
economy : 3148229109, 138, 10, [599912, 655078]
business : 2354819195, 169, 5, [954691, 599912]
economy : 2690702735, 93, 3, [422578, 643504]
economy : 2930791604, 110, 3, [655078, 954691]
economy : 6983342423, 45, 3, [954691, 781975]
economy : 5222888588, 141, 1, [655078, 559233]
business : 7498181103, 40, 1, [267593, 954691]
business : 6457483127, 70, 2, [599912, 267593]
economy : 1986776221, 185, 1, [599912, 655078]
economy : 6130269214, 152, 2, [559233, 954691]
economy : 1143911160, 166, 3, [771686, 781975]
luxury : 7154277814, 173, 2, [954691, 599912]
economy : 1016223798, 199, 5, [422578, 267593]
economy : 8298088753, 82, 3, [954691, 267593]
luxury : 8704074017, 126, 7, [771686, 781975]
first : 3932321490, 78, 1, [954691, 919072]
first : 1243393774, 115, 2, [599912, 919072]
economy : 2650529843, 140, 1, [599912, 559233]
economy : 4094029316, 127, 1, [267593, 559233]
economy : 5032002030, 59, 0, [643504, 559233]
economy : 2825816697, 146, 0, [919072, 655078]
economy : 8801987524, 87, 3, [422578, 655078]
economy : 9487071079, 57, 8, [422578, 599912]
first : 8658630083, 79, 0, [954691, 643504]
